id,about,prefLabel,lang,altLabel,broader,facetaAcronimo,faceta,prefNodeId
165,br:tribunal.superior.eleitoral:acordao;aemc,AEMC,pt-BR,"Agravo Regimental em Embargos de Declaração em Medida Cautelar",#acordao,AEMC – Agravo Regimental em Embargos de Declaração em Medida Cautelar,Jurisprudência::Acórdão,label_407
166,br:tribunal.superior.eleitoral:resolucao;aep,AEP,pt-BR,"Apuração de Eleição Presidencial",#resolucao,AEP – Apuração de Eleição Presidencial,Legislação::Resolução,label_409
167,br:tribunal.superior.eleitoral:acordao;aepet,AEPET,pt-BR,"Agravo Regimental em Embargos de Declaração em Petição",#acordao,AEPET – Agravo Regimental em Embargos de Declaração em Petição,Jurisprudência::Acórdão,label_411
168,br:tribunal.superior.eleitoral:acordao;aerespe,AERESPE,pt-BR,"Agravo Regimental em Embargos de Declaração em Recurso Especial Eleitoral",#acordao,AERESPE – Agravo Regimental em Embargos de Declaração em Recurso Especial Eleitoral,Jurisprudência::Acórdão,label_413
169,br:tribunal.superior.eleitoral:acordao;aerms,AERMS,pt-BR,"Agravo Regimental em Embargos de Declaração em Recurso em Mandado de Segurança",#acordao,AERMS – Agravo Regimental em Embargos de Declaração em Recurso em Mandado de Segurança,Jurisprudência::Acórdão,label_415
170,br:tribunal.superior.eleitoral:acordao;aero,AERO,pt-BR,"Agravo Regimental em Embargos de Declaração em Recurso Ordinário",#acordao,AERO – Agravo Regimental em Embargos de Declaração em Recurso Ordinário,Jurisprudência::Acórdão,label_418
171,br:tribunal.superior.eleitoral:acordao;aerp,AERP,pt-BR,"Agravo Regimental em Embargos de Declaração em Representação",#acordao,AERP – Agravo Regimental em Embargos de Declaração em Representação,Jurisprudência::Acórdão,label_422
172,br:tribunal.superior.eleitoral:acordao;aeximp,AEXIMP,pt-BR,"Agravo Regimental em Exceção de Impedimento",#acordao,AEXIMP – Agravo Regimental em Exceção de Impedimento,Jurisprudência::Acórdão,label_424
173,br:tribunal.superior.eleitoral:acordao;aexsup,AEXSUP,pt-BR,"Agravo Regimental em Exceção de Suspeição",#acordao,AEXSUP – Agravo Regimental em Exceção de Suspeição,Jurisprudência::Acórdão,label_426
174,br:tribunal.superior.eleitoral:acordao;ag,AG,pt-BR,"Agravo de Instrumento",#acordao,AG – Agravo de Instrumento,Jurisprudência::Acórdão,label_428
175,br:tribunal.superior.eleitoral:acordao;agr.ac,AgR-AC,pt-BR,"Agravo Regimental em Ação Cautelar",#acordao,AgR-AC – Agravo Regimental em Ação Cautelar,Jurisprudência::Acórdão,label_430
176,br:tribunal.superior.eleitoral:acordao;eamc,EAMC,pt-BR,"Embargos de Declaração em Agravo Regimental em Medida Cautelar",#acordao,EAMC – Embargos de Declaração em Agravo Regimental em Medida Cautelar,Jurisprudência::Acórdão,label_434
177,br:tribunal.superior.eleitoral:acordao;eirced,EIRCED,pt-BR,"Embargos Infringentes em Recurso Contra Expedição de Diploma",#acordao,EIRCED – Embargos Infringentes em Recurso Contra Expedição de Diploma,Jurisprudência::Acórdão,label_436
178,br:tribunal.superior.eleitoral:acordao;exsup,EXSUP,pt-BR,"Exceção de Suspeição",#acordao,EXSUP – Exceção de Suspeição,Jurisprudência::Acórdão,label_438
179,br:tribunal.superior.eleitoral:resolucao;qoinst,QOINST,pt-BR,"Questão de Ordem em Instrução",#resolucao,QOINST – Questão de Ordem em Instrução,Legislação::Resolução,label_440
180,br:tribunal.superior.eleitoral:acordao;agr.ai,AgR-AI,pt-BR,"Agravo Regimental em Agravo de Instrumento",#acordao,AgR-AI – Agravo Regimental em Agravo de Instrumento,Jurisprudência::Acórdão,label_442
181,br:tribunal.superior.eleitoral:acordao;agr.ed.agr.ro,AgR-ED-AgR-RO,pt-BR,"Agravo Regimental em Embargos de Declaração em Agravo Regimental em Recurso Ordinário",#acordao,AgR-ED-AgR-RO – Agravo Regimental em Embargos de Declaração em Agravo Regimental em Recurso Ordinário,Jurisprudência::Acórdão,label_444
182,br:tribunal.superior.eleitoral:acordao;agr.hc,AgR-HC,pt-BR,"Agravo Regimental em Habeas Corpus",#acordao,AgR-HC – Agravo Regimental em Habeas Corpus,Jurisprudência::Acórdão,label_446
183,br:tribunal.superior.eleitoral:acordao;agr.rced,AgR-RCED,pt-BR,"Agravo Regimental em Recurso Contra Expedição de Diploma",#acordao,AgR-RCED – Agravo Regimental em Recurso Contra Expedição de Diploma,Jurisprudência::Acórdão,label_448
184,br:tribunal.superior.eleitoral:acordao;ed.agr.exc,ED-AgR-Exc,pt-BR,"Embargos de Declaração em Agravo Regimental em Exceção",#acordao,ED-AgR-Exc – Embargos de Declaração em Agravo Regimental em Exceção,Jurisprudência::Acórdão,label_450
185,br:tribunal.superior.eleitoral:acordao;ed.agr.rp,ED-AgR-Rp,pt-BR,"Embargos de Declaração em Agravo Regimental em Representação",#acordao,ED-AgR-Rp – Embargos de Declaração em Agravo Regimental em Representação,Jurisprudência::Acórdão,label_452
186,br:tribunal.superior.eleitoral:resolucao;ed.ed.ed.rcand,ED-ED-ED-RCand,pt-BR,"Embargos de Declaração em Embargos de Declaração em Embargos de Declaração em Registro de Candidatura",#resolucao,ED-ED-ED-RCand – Embargos de Declaração em Embargos de Declaração em Embargos de Declaração em Registro de Candidatura,Legislação::Resolução,label_454
187,br:tribunal.superior.eleitoral:acordao;ahc,AHC,pt-BR,"Agravo Regimental em Habeas Corpus",#acordao,AHC – Agravo Regimental em Habeas Corpus,Jurisprudência::Acórdão,label_456
188,br:tribunal.superior.eleitoral:acordao;aim,AIM,pt-BR,"Ação de Impugnação de Mandato",#acordao,AIM – Ação de Impugnação de Mandato,Jurisprudência::Acórdão,label_458
189,br:tribunal.superior.eleitoral:acordao;amc,AMC,pt-BR,"Agravo Regimental em Medida Cautelar",#acordao,AMC – Agravo Regimental em Medida Cautelar,Jurisprudência::Acórdão,label_460
190,br:tribunal.superior.eleitoral:acordao;ami,AMI,pt-BR,"Agravo Regimental em Mandado de Injunção",#acordao,AMI – Agravo Regimental em Mandado de Injunção,Jurisprudência::Acórdão,label_462
191,br:tribunal.superior.eleitoral:acordao;ams,AMS,pt-BR,"Agravo Regimental em Mandado de Segurança",#acordao,AMS – Agravo Regimental em Mandado de Segurança,Jurisprudência::Acórdão,label_464
192,br:tribunal.superior.eleitoral:acordao;amscol,AMSCOL,pt-BR,"Agravo Regimental em Mandado de Segurança Coletivo",#acordao,AMSCOL – Agravo Regimental em Mandado de Segurança Coletivo,Jurisprudência::Acórdão,label_466
193,br:tribunal.superior.eleitoral:acordao;apa,APA,pt-BR,"Agravo Regimental em Processo Administrativo",#acordao,APA – Agravo Regimental em Processo Administrativo,Jurisprudência::Acórdão,label_468
194,br:tribunal.superior.eleitoral:acordao;apdsf,APDSF,pt-BR,"Agravo Regimental em Pedido de Desaforamento",#acordao,APDSF – Agravo Regimental em Pedido de Desaforamento,Jurisprudência::Acórdão,label_470
195,br:tribunal.superior.eleitoral:acordao;apet,APET,pt-BR,"Agravo Regimental em Petição",#acordao,APET – Agravo Regimental em Petição,Jurisprudência::Acórdão,label_472
196,br:tribunal.superior.eleitoral:acordao;arced,ARCED,pt-BR,"Agravo Regimental em Recurso Contra Expedição de Diploma",#acordao,ARCED – Agravo Regimental em Recurso Contra Expedição de Diploma,Jurisprudência::Acórdão,label_474
197,br:tribunal.superior.eleitoral:acordao;arcl,ARCL,pt-BR,"Agravo Regimental em Reclamação",#acordao,ARCL – Agravo Regimental em Reclamação,Jurisprudência::Acórdão,label_476
198,br:tribunal.superior.eleitoral:resolucao;arcpr,ARCPR,pt-BR,"Agravo Regimental em Registro de Candidatos à Presidência e Vice",#resolucao,ARCPR – Agravo Regimental em Registro de Candidatos à Presidência e Vice,Legislação::Resolução,label_478
199,br:tribunal.superior.eleitoral:acordao;arespe,ARESPE,pt-BR,"Agravo Regimental em Recurso Especial Eleitoral",#acordao,ARESPE – Agravo Regimental em Recurso Especial Eleitoral,Jurisprudência::Acórdão,label_480
200,br:tribunal.superior.eleitoral:decisao;aelt,AELT,pt-BR,"Agravo Regimental em Encaminhamento de lista triplice",#decisao,AELT – Agravo Regimental em Encaminhamento de lista triplice,Legislação::Decisão,label_482
201,br:tribunal.superior.eleitoral:acordao;arhc,ARHC,pt-BR,"Agravo Regimental em Recurso em Habeas Corpus",#acordao,ARHC – Agravo Regimental em Recurso em Habeas Corpus,Jurisprudência::Acórdão,label_484
202,br:tribunal.superior.eleitoral:acordao;arhd,ARHD,pt-BR,"Agravo Regimental em Recurso em Habeas Data",#acordao,ARHD – Agravo Regimental em Recurso em Habeas Data,Jurisprudência::Acórdão,label_486
203,br:tribunal.superior.eleitoral:acordao;armi,ARMI,pt-BR,"Agravo Regimental em Recurso em Mandado de Injunção",#acordao,ARMI – Agravo Regimental em Recurso em Mandado de Injunção,Jurisprudência::Acórdão,label_488
204,br:tribunal.superior.eleitoral:acordao;arms,ARMS,pt-BR,"Agravo Regimental em Recurso em Mandado de Segurança",#acordao,ARMS – Agravo Regimental em Recurso em Mandado de Segurança,Jurisprudência::Acórdão,label_490
205,br:tribunal.superior.eleitoral:acordao;aro,ARO,pt-BR,"Agravo Regimental em Recurso Ordinário",#acordao,ARO – Agravo Regimental em Recurso Ordinário,Jurisprudência::Acórdão,label_492
206,br:tribunal.superior.eleitoral:acordao;arp,ARP,pt-BR,"Agravo Regimental em Representação",#acordao,ARP – Agravo Regimental em Representação,Jurisprudência::Acórdão,label_494
207,br:tribunal.superior.eleitoral:acordao;asl,ASL,pt-BR,"Agravo Regimental em Suspensão de Liminar",#acordao,ASL – Agravo Regimental em Suspensão de Liminar,Jurisprudência::Acórdão,label_496
208,br:tribunal.superior.eleitoral:acordao;ass,ASS,pt-BR,"Agravo Regimental em Suspensão de Segurança",#acordao,ASS – Agravo Regimental em Suspensão de Segurança,Jurisprudência::Acórdão,label_498
209,br:tribunal.superior.eleitoral:acordao;cp,CP,pt-BR,"Cancelamento de Partido",#acordao,CP – Cancelamento de Partido,Jurisprudência::Acórdão,label_500
210,br:tribunal.superior.eleitoral:resolucao;cze,CZE,pt-BR,"Criação de Zona Eleitoral",#resolucao,CZE – Criação de Zona Eleitoral,Legislação::Resolução,label_502
211,br:tribunal.superior.eleitoral:acordao;eaaag,EAAAG,pt-BR,"Embargos de Declaração em Agravo Regimental em Agravo Regimental em Agravo de Instrumento",#acordao,EAAAG – Embargos de Declaração em Agravo Regimental em Agravo Regimental em Agravo de Instrumento,Jurisprudência::Acórdão,label_504
212,br:tribunal.superior.eleitoral:acordao;eaag,EAAG,pt-BR,"Embargos de Declaração em Agravo Regimental em Agravo de Instrumento",#acordao,EAAG – Embargos de Declaração em Agravo Regimental em Agravo de Instrumento,Jurisprudência::Acórdão,label_506
213,br:tribunal.superior.eleitoral:resolucao;agr.pet,AgR-Pet,pt-BR,"Agravo Regimental em Petição",#resolucao,AgR-Pet – Agravo Regimental em Petição,Legislação::Resolução,label_508
214,br:tribunal.superior.eleitoral:acordao;eaar,EAAR,pt-BR,"Embargos de Declaração em Agravo Regimental em Ação Rescisória",#acordao,EAAR – Embargos de Declaração em Agravo Regimental em Ação Rescisória,Jurisprudência::Acórdão,label_510
215,br:tribunal.superior.eleitoral:acordao;eaarespe,EAARESPE,pt-BR,"Embargos de Declaração em Agravo Regimental em Agravo Regimental em Recurso Especial Eleitoral",#acordao,EAARESPE – Embargos de Declaração em Agravo Regimental em Agravo Regimental em Recurso Especial Eleitoral,Jurisprudência::Acórdão,label_512
216,br:tribunal.superior.eleitoral:acordao;eaeag,EAEAG,pt-BR,"Embargos de Declaração em Agravo Regimental em Embargos de Declaração em Agravo de Instrumento",#acordao,EAEAG – Embargos de Declaração em Agravo Regimental em Embargos de Declaração em Agravo de Instrumento,Jurisprudência::Acórdão,label_514
217,br:tribunal.superior.eleitoral:acordao;eaeeag,EAEEAG,pt-BR,"Embargos de Declaração em Agravo Regimental em Embargos de Declaração em Embargos de Declaração em Agravo de Instrumento",#acordao,EAEEAG – Embargos de Declaração em Agravo Regimental em Embargos de Declaração em Embargos de Declaração em Agravo de Instrumento,Jurisprudência::Acórdão,label_516
218,br:tribunal.superior.eleitoral:acordao;eaerms,EAERMS,pt-BR,"Embargos de Declaração em Agravo Regimental em Embargos de Declaração em Recurso em Mandado de Segurança",#acordao,EAERMS – Embargos de Declaração em Agravo Regimental em Embargos de Declaração em Recurso em Mandado de Segurança,Jurisprudência::Acórdão,label_518
219,br:tribunal.superior.eleitoral:acordao;eaeximp,EAEXIMP,pt-BR,"Embargos de Declaração em Agravo Regimental em Exceção de Impedimento",#acordao,EAEXIMP – Embargos de Declaração em Agravo Regimental em Exceção de Impedimento,Jurisprudência::Acórdão,label_520
220,br:tribunal.superior.eleitoral:acordao;eaexsup,EAEXSUP,pt-BR,"Embargos de Declaração em Agravo Regimental em Exceção de Suspeição",#acordao,EAEXSUP – Embargos de Declaração em Agravo Regimental em Exceção de Suspeição,Jurisprudência::Acórdão,label_522
221,br:tribunal.superior.eleitoral:acordao;eag,EAG,pt-BR,"Embargos de Declaração em Agravo de Instrumento",#acordao,EAG – Embargos de Declaração em Agravo de Instrumento,Jurisprudência::Acórdão,label_524
222,br:tribunal.superior.eleitoral:acordao;eams,EAMS,pt-BR,"Embargos de Declaração em Agravo Regimental em Mandado de Segurança",#acordao,EAMS – Embargos de Declaração em Agravo Regimental em Mandado de Segurança,Jurisprudência::Acórdão,label_526
223,br:tribunal.superior.eleitoral:resolucao;eapet,EAPET,pt-BR,"Embargos de Declaração em Agravo Regimental em Petição",#resolucao,EAPET – Embargos de Declaração em Agravo Regimental em Petição,Legislação::Resolução,label_528
224,br:tribunal.superior.eleitoral:acordao;ear,EAR,pt-BR,"Embargos de Declaração em Ação Rescisória",#acordao,EAR – Embargos de Declaração em Ação Rescisória,Jurisprudência::Acórdão,label_530
225,br:tribunal.superior.eleitoral:acordao;earced,EARCED,pt-BR,"Embargos de Declaração em Agravo Regimental em Recurso Contra Expedição de Diploma",#acordao,EARCED – Embargos de Declaração em Agravo Regimental em Recurso Contra Expedição de Diploma,Jurisprudência::Acórdão,label_532
226,br:tribunal.superior.eleitoral:acordao;earcl,EARCL,pt-BR,"Embargos de Declaração em Agravo Regimental em Reclamação",#acordao,EARCL – Embargos de Declaração em Agravo Regimental em Reclamação,Jurisprudência::Acórdão,label_534
227,br:tribunal.superior.eleitoral:acordao;earespe,EARESPE,pt-BR,"Embargos de Declaração em Agravo Regimental em Recurso Especial Eleitoral",#acordao,EARESPE – Embargos de Declaração em Agravo Regimental em Recurso Especial Eleitoral,Jurisprudência::Acórdão,label_536
228,br:tribunal.superior.eleitoral:acordao;earms,EARMS,pt-BR,"Embargos de Declaração em Agravo Regimental em Recurso em Mandado de Segurança",#acordao,EARMS – Embargos de Declaração em Agravo Regimental em Recurso em Mandado de Segurança,Jurisprudência::Acórdão,label_538
229,br:tribunal.superior.eleitoral:acordao;earo,EARO,pt-BR,"Embargos de Declaração em Agravo Regimental em Recurso Ordinário",#acordao,EARO – Embargos de Declaração em Agravo Regimental em Recurso Ordinário,Jurisprudência::Acórdão,label_540
230,br:tribunal.superior.eleitoral:acordao;earp,EARP,pt-BR,"Embargos de Declaração em Agravo Regimental em Representação",#acordao,EARP – Embargos de Declaração em Agravo Regimental em Representação,Jurisprudência::Acórdão,label_542
231,br:tribunal.superior.eleitoral:acordao;ecp,ECP,pt-BR,"Embargos de Declaração em Cancelamento de Partido",#acordao,ECP – Embargos de Declaração em Cancelamento de Partido,Jurisprudência::Acórdão,label_544
232,br:tribunal.superior.eleitoral:acordao;ecta,ECTA,pt-BR,"Embargos de Declaração em Consulta",#acordao,ECTA – Embargos de Declaração em Consulta,Jurisprudência::Acórdão,label_546
233,br:tribunal.superior.eleitoral:acordao;eeaag,EEAAG,pt-BR,"Embargos de Declaração em Embargos de Declaração em Agravo Regimental em Agravo de Instrumento",#acordao,EEAAG – Embargos de Declaração em Embargos de Declaração em Agravo Regimental em Agravo de Instrumento,Jurisprudência::Acórdão,label_548
